monthday,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,average
2021-05-01,4203.3,4201.6,4199.77,4197.66,4196.18,4196.22,4197.96,4197.5,4196.03,4195.61,4195.39,4196.81,4198.65,4196.97,4195.07,4193.98,4194.08,4195.3,4194.8,4194.5,4196.869
2021-05-02,4203.3,4201.6,4199.71,4197.64,4196.18,4196.21,4198.02,4197.42,4195.9,4195.61,4195.51,4196.78,4198.68,4196.8,4195.08,4193.99,4194.13,4195.3,4194.8,4194.5,4196.858
2021-05-03,4203.3,4201.6,4199.68,4197.58,4196.17,4196.22,4198.02,4197.6,4195.9,4195.65,4195.36,4196.87,4198.68,4196.8,4195.06,4193.95,4194.13,4195.3,4194.8,4194.5,4196.8585
2021-05-04,4203.3,4201.4,4199.73,4197.6,4196.16,4196.24,4197.96,4197.53,4195.9,4195.64,4195.52,4196.9,4198.72,4196.8,4195.08,4193.9,4194.14,4195.3,4194.8,4194.5,4196.856
2021-05-05,4203.4,4201.4,4199.71,4197.71,4196.14,4196.24,4198.01,4197.77,4195.9,4195.63,4195.45,4196.86,4198.79,4196.75,4195.11,4193.99,4194.12,4195.3,4194.8,4194.5,4196.879
2021-05-06,4203.3,4201.4,4199.7,4197.6,4196.08,4196.21,4198,4197.5,4195.9,4195.69,4195.52,4196.86,4198.72,4196.67,4195.14,4193.94,4194.12,4195.1,4194.7,4194.5,4196.8325
2021-05-07,4203.3,4201.4,4199.89,4197.64,4196.11,4196.23,4198.02,4197.45,4195.96,4195.77,4195.41,4196.89,4198.79,4196.59,4195.12,4193.99,4194.17,4195.3,4194.8,4194.6,4196.8715
2021-05-08,4203.2,4201.3,4199.74,4197.62,4196.09,4196.32,4198.12,4197.42,4195.94,4195.81,4195.39,4197.02,4198.62,4196.64,4195.11,4194.04,4194.14,4195.4,4194.8,4194.7,4196.871
2021-05-09,4203.2,4201.4,4199.66,4197.65,4196.14,4196.33,4198.15,4197.42,4195.99,4195.77,4195.43,4197.18,4198.59,4196.68,4195.16,4194,4194.28,4195.4,4194.8,4194.6,4196.8915
2021-05-10,4203.3,4201.3,4199.7,4197.67,4196.01,4196.51,4198.09,4197.43,4195.93,4195.74,4195.5,4197.08,4198.63,4196.66,4195.23,4194.04,4194.29,4195.4,4194.9,4194.6,4196.9005
2021-05-11,4203.3,4201.3,4199.69,4197.66,4196.07,4196.58,4198.11,4197.42,4195.9,4195.71,4195.46,4197.12,4198.63,4196.61,4195.38,4193.99,4194.24,4195.3,4195,4194.6,4196.9035
2021-05-12,4203.2,4201.3,4199.66,4197.67,4196.07,4196.69,4198.1,4197.41,4196.02,4195.81,4195.53,4197.1,4198.56,4196.6,4195.14,4193.92,4194.2,4195.3,4194.9,4194.6,4196.889
2021-05-13,4203.2,4201.2,4199.65,4197.74,4196.07,4196.75,4198.14,4197.4,4195.94,4195.82,4195.44,4197.13,4198.57,4196.6,4195.12,4194,4194.2,4195.4,4194.9,4194.6,4196.8935
2021-05-14,4203.2,4201.3,4199.68,4197.67,4196.02,4196.8,4198.14,4197.5,4195.9,4195.75,4195.43,4197.09,4198.53,4196.62,4195.1,4193.86,4194.21,4195.3,4194.9,4194.6,4196.88
2021-05-15,4203.1,4201.3,4199.66,4197.66,4196.04,4196.81,4198.13,4197.4,4196.01,4195.76,4195.41,4197.06,4198.52,4196.64,4195.1,4193.92,4194.36,4195.3,4194.9,4194.5,4196.879
2021-05-16,4203,4201.3,4199.64,4197.69,4196.04,4196.91,4198.12,4197.39,4195.87,4195.74,4195.41,4197.18,4198.5,4196.68,4195.1,4193.95,4194.26,4195.3,4194.9,4194.4,4196.869
2021-05-17,4203.1,4201.3,4199.61,4197.66,4196.03,4196.96,4198.1,4197.35,4195.88,4195.75,4195.39,4197.1,4198.49,4196.7,4195.1,4194.03,4194.22,4195.3,4194.9,4194.7,4196.8835
2021-05-18,4203.1,4201.3,4199.59,4197.78,4195.98,4196.95,4198.12,4197.35,4195.86,4195.74,4195.39,4197.22,4198.65,4196.62,4195.13,4194.1,4194.2,4195.3,4194.9,4194.6,4196.894
2021-05-19,4203.1,4201.3,4199.54,4197.73,4196.02,4197,4198.15,4197.35,4195.88,4195.74,4195.41,4197.33,4198.5,4196.61,4195.19,4194.1,4194.23,4195.4,4194.8,4194.5,4196.894
2021-05-20,4203.1,4201.5,4199.51,4197.6,4195.98,4197.05,4198.06,4197.36,4195.9,4195.78,4195.44,4197.37,4198.49,4196.7,4195.09,4194.11,4194.11,4195.4,4194.8,4194.6,4196.8975
2021-05-21,4203.1,4201.3,4199.41,4197.6,4195.97,4197.24,4198.05,4197.42,4196.03,4195.8,4195.49,4197.38,4198.48,4196.56,4195.09,4194.1,4194.16,4195.4,4194.8,4194.7,4196.904
2021-05-22,4203.1,4201.2,4199.53,4197.6,4195.95,4197.16,4198,4197.41,4196.04,4195.75,4195.5,4197.44,4198.5,4196.75,4195.11,4194.12,4194.24,4195.4,4194.7,4194.6,4196.905
2021-05-23,4203.1,4201.2,4199.52,4197.6,4196.03,4197.2,4197.99,4197.36,4195.89,4195.72,4195.52,4197.42,4198.61,4196.76,4195.03,4194.19,4194.24,4195.4,4194.7,4194.6,4196.904
2021-05-24,4203.1,4201.2,4199.49,4197.55,4195.92,4197.31,4197.99,4197.24,4195.84,4195.68,4195.46,4197.57,4198.52,4196.55,4195.01,4194.21,4194.25,4195.4,4194.7,4194.6,4196.8795
2021-05-25,4203.1,4201.2,4199.48,4197.54,4195.89,4197.37,4198.02,4197.22,4195.87,4195.74,4195.42,4197.57,4198.5,4196.53,4195.04,4194.22,4194.24,4195.5,4194.7,4194.7,4196.8925
2021-05-26,4203.1,4201.2,4199.52,4197.59,4195.87,4197.31,4198.1,4197.27,4195.87,4195.75,4195.42,4197.62,4198.32,4196.56,4195.01,4194.24,4194.26,4195.5,4194.8,4194.7,4196.9005
2021-05-27,4203.1,4201.2,4199.52,4197.6,4195.86,4197.31,4198.3,4197.22,4195.92,4195.74,4195.37,4197.62,4198.32,4196.58,4195.01,4194.31,4194.25,4195.4,4194.8,4194.7,4196.9065
2021-05-28,4203.1,4201.2,4199.5,4197.56,4195.93,4197.28,4198.04,4197.26,4195.96,4195.74,4195.55,4197.69,4198.31,4196.59,4194.94,4194.27,4194.25,4195.4,4194.7,4194.8,4196.9035
2021-05-29,4203.1,4201.2,4199.5,4197.56,4196,4197.24,4197.98,4197.25,4195.95,4195.72,4195.49,4197.79,4198.31,4196.51,4195.1,4194.3,4194.23,4195.4,4194.7,4194.8,4196.9065
2021-05-30,4203.1,4201.2,4199.49,4197.53,4195.98,4197.4,4198.04,4197.18,4195.94,4195.71,4195.44,4197.88,4198.32,4196.51,4194.97,4194.31,4194.23,4195.4,4194.7,4194.8,4196.9065
2021-05-31,4203.2,4201.1,4199.48,4197.59,4195.91,4197.27,4198.03,4197.16,4195.93,4195.74,4195.44,4197.83,4198.3,4196.52,4194.98,4194.35,4194.26,4195.4,4194.8,4194.8,4196.9045
2021-06-01,4203.1,4201.1,4199.46,4197.6,4195.91,4197.34,4198.02,4197.14,4196.02,4195.74,4195.5,4197.84,4198.3,4196.48,4194.99,4194.32,4194.24,4195.4,4194.7,4194.8,4196.9
2021-06-02,4203,4201.1,4199.51,4197.53,4195.91,4197.38,4198.02,4197.12,4195.96,4195.77,4195.46,4197.97,4198.29,4196.46,4194.94,4194.35,4194.22,4195.4,4194.7,4194.8,4196.8945
2021-06-03,4203,4201.2,4199.49,4197.52,4195.84,4197.4,4198.06,4197.12,4196,4195.74,4195.51,4198.04,4198.3,4196.53,4194.9,4194.43,4194.23,4195.4,4194.6,4194.8,4196.9055
2021-06-04,4203,4201.1,4199.44,4197.5,4195.82,4197.3,4198.03,4197.12,4196.06,4195.74,4195.52,4198.02,4198.23,4196.44,4194.92,4194.35,4194.22,4195.3,4194.6,4194.8,4196.8755
2021-06-05,4203,4201,4199.4,4197.53,4195.82,4197.22,4198.09,4197.08,4196.11,4195.84,4195.5,4198.06,4198.43,4196.45,4194.9,4194.33,4194.23,4195.4,4194.6,4194.8,4196.8895
2021-06-06,4203,4201.1,4199.4,4197.4,4195.9,4197.37,4198.03,4197.35,4195.95,4195.76,4195.52,4198.07,4198.24,4196.4,4194.88,4194.3,4194.19,4195.4,4194.6,4194.7,4196.878
2021-06-07,4202.9,4201,4199.44,4197.46,4195.93,4197.41,4197.98,4197.26,4195.96,4195.8,4195.7,4198.06,4198.2,4196.4,4194.89,4194.29,4194.23,4195.3,4194.6,4195.1,4196.8955
2021-06-08,4202.7,4201,4199.62,4197.37,4195.83,4197.35,4197.94,4197.11,4195.95,4195.74,4195.54,4198.13,4198.2,4196.42,4194.92,4194.33,4194.2,4195.2,4194.6,4194.9,4196.8525
2021-06-09,4202.9,4201,4199.5,4197.33,4195.76,4197.38,4197.91,4197.1,4195.89,4195.75,4195.55,4198.2,4198.44,4196.39,4194.79,4194.34,4194.19,4195.5,4194.5,4194.9,4196.866
2021-06-10,4202.8,4200.9,4199.35,4197.28,4195.72,4197.4,4198,4197.09,4196.04,4195.74,4195.6,4198.2,4198.17,4196.28,4194.81,4194.33,4194.17,4195.4,4194.6,4194.9,4196.839
2021-06-11,4202.9,4201,4199.34,4197.31,4195.64,4197.36,4198,4197.18,4195.98,4195.8,4195.69,4198.2,4198.1,4196.26,4194.82,4194.31,4194.2,4195.2,4194.5,4194.9,4196.8345
2021-06-12,4202.9,4201.1,4199.31,4197.28,4195.73,4197.38,4197.99,4197.11,4195.9,4195.81,4195.62,4198.29,4198.1,4196.29,4194.75,4194.3,4194.26,4195,4194.5,4194.9,4196.826
2021-06-13,4202.8,4201,4199.3,4197.24,4195.74,4197.4,4197.95,4197.07,4195.89,4195.82,4195.62,4198.25,4198.1,4196.43,4194.84,4194.33,4194.13,4195.2,4194.4,4194.9,4196.8205
2021-06-14,4202.8,4201,4199.3,4197.24,4195.8,4197.38,4198.08,4197.06,4195.85,4195.78,4195.62,4198.26,4198.16,4196.34,4194.76,4194.32,4194.11,4195.2,4194.5,4194.9,4196.823
2021-06-15,4202.9,4200.9,4199.29,4197.24,4195.8,4197.39,4198.01,4197.06,4195.89,4195.86,4195.62,4198.28,4198.11,4196.21,4194.68,4194.27,4194.05,4195.2,4194.5,4194.9,4196.808
2021-06-16,4202.9,4200.9,4199.28,4197.25,4195.85,4197.35,4198.02,4197.03,4195.88,4195.87,4195.78,4198.48,4198.1,4196.11,4194.63,4194.3,4194.19,4195.2,4194.5,4194.9,4196.826
2021-06-17,4202.7,4200.9,4199.27,4197.19,4195.74,4197.28,4197.93,4197.1,4195.88,4195.94,4195.64,4198.33,4198.01,4196.11,4194.67,4194.29,4194.12,4195.2,4194.3,4194.9,4196.775
2021-06-18,4202.6,4201,4199.3,4197.15,4195.68,4197.45,4197.97,4197.01,4195.9,4195.91,4195.68,4198.34,4198.06,4196.07,4194.62,4194.26,4194.05,4195.2,4194.4,4194.9,4196.7775
2021-06-19,4202.7,4200.9,4199.38,4196.98,4195.69,4197.35,4197.95,4196.98,4195.9,4195.89,4195.61,4198.46,4198.1,4196.19,4194.62,4194.25,4194.13,4195.2,4194.3,4194.9,4196.774
2021-06-20,4202.7,4200.9,4199.22,4197.05,4195.73,4197.32,4198.02,4196.95,4195.86,4195.99,4195.6,4198.39,4198.05,4196.06,4194.6,4194.27,4194.05,4195.2,4194.3,4195,4196.763
2021-06-21,4202.6,4200.9,4199.17,4197.13,4195.72,4197.33,4197.92,4196.94,4195.83,4195.98,4195.71,4198.4,4197.92,4196.02,4194.62,4194.23,4194.03,4195.2,4194.3,4195,4196.7475
2021-06-22,4202.6,4200.8,4199.18,4197.09,4195.63,4197.27,4197.92,4196.92,4195.89,4196.02,4195.68,4198.4,4197.85,4196.01,4194.61,4194.22,4194.06,4195.2,4194.3,4194.9,4196.7275
2021-06-23,4202.6,4200.8,4199.15,4196.93,4195.61,4197.3,4197.84,4196.9,4195.84,4196.03,4195.62,4198.41,4197.76,4195.92,4194.62,4194.18,4194.02,4195.2,4194.3,4194.8,4196.6915
2021-06-24,4202.6,4200.7,4199.12,4197.04,4195.61,4197.32,4197.84,4196.91,4195.83,4196.01,4195.61,4198.46,4197.72,4195.83,4194.6,4194.16,4194.08,4195.1,4194.2,4194.8,4196.677
2021-06-25,4202.5,4200.8,4199.11,4197.03,4195.61,4197.22,4197.83,4196.95,4195.82,4196,4195.63,4198.52,4197.72,4195.92,4194.6,4194.14,4194.1,4195.1,4194.2,4194.8,4196.68
2021-06-26,4202.5,4200.7,4199.1,4197.01,4195.52,4197.27,4197.82,4196.89,4195.82,4195.84,4195.68,4198.53,4197.74,4195.89,4194.62,4194.14,4193.95,4195.1,4194.1,4194.7,4196.646
2021-06-27,4202.5,4200.7,4199.08,4197,4195.51,4197.32,4197.82,4196.82,4195.81,4196.02,4195.62,4198.5,4197.81,4195.88,4194.54,4194.11,4193.93,4195.1,4194.1,4194.6,4196.6385
2021-06-28,4202.5,4200.7,4199.07,4197,4195.46,4197.36,4197.8,4196.79,4195.78,4196.03,4195.6,4198.38,4197.74,4195.87,4194.54,4194.1,4193.89,4195.1,4194.1,4194.7,4196.6255
2021-06-29,4202.5,4200.7,4199.01,4197,4195.44,4197.32,4197.8,4196.78,4195.75,4196.04,4195.53,4198.36,4197.73,4195.86,4194.54,4194.09,4193.88,4195.1,4194.1,4194.7,4196.6115
2021-06-30,4202.4,4200.7,4199.01,4196.97,4195.42,4197.29,4197.82,4196.77,4195.71,4196.03,4195.43,4198.46,4197.72,4195.86,4194.57,4194.16,4193.94,4195.1,4194,4194.6,4196.598
2021-07-01,4202.4,4200.7,4199.04,4196.91,4195.43,4197.3,4197.76,4196.77,4195.72,4196.06,4195.49,4198.46,4197.69,4195.82,4194.5,4194.06,4193.86,4195,4193.9,4194.7,4196.5785
2021-07-02,4202.4,4200.7,4199.03,4196.95,4195.48,4197.28,4197.72,4196.75,4195.71,4196,4195.48,4198.44,4197.69,4195.82,4194.46,4194.04,4193.84,4195,4193.9,4194.7,4196.5695
2021-07-03,4202.3,4200.6,4198.92,4196.96,4195.44,4197.33,4197.71,4196.77,4195.64,4196.06,4195.57,4198.42,4197.61,4195.84,4194.44,4194.01,4193.79,4194.9,4194,4194.8,4196.5555
2021-07-04,4202.4,4200.6,4198.9,4196.91,4195.43,4197.27,4197.63,4196.71,4195.6,4196.1,4195.5,4198.38,4197.62,4195.81,4194.43,4193.95,4193.8,4194.9,4193.9,4194.7,4196.527
2021-07-05,4202.3,4200.6,4198.94,4196.89,4195.41,4197.24,4197.66,4196.68,4195.63,4196.04,4195.4,4198.42,4197.62,4195.9,4194.4,4193.99,4193.84,4194.9,4193.9,4194.6,4196.518
2021-07-06,4202.3,4200.6,4198.89,4196.89,4195.38,4197.21,4197.64,4196.64,4195.61,4196.07,4195.48,4198.42,4197.61,4195.77,4194.41,4193.96,4193.85,4194.9,4193.9,4194.6,4196.5065
2021-07-07,4202.3,4200.6,4198.89,4196.87,4195.34,4197.2,4197.59,4196.66,4195.59,4196.05,4195.43,4198.47,4197.59,4195.74,4194.4,4193.91,4193.8,4194.9,4193.9,4194.5,4196.4865
2021-07-08,4202.2,4200.6,4198.86,4196.86,4195.38,4197.16,4197.62,4196.65,4195.59,4196.09,4195.34,4198.47,4197.6,4195.84,4194.4,4193.92,4193.68,4194.8,4193.7,4194.6,4196.468
2021-07-09,4202.2,4200.6,4198.91,4196.81,4195.33,4197.14,4197.59,4196.6,4195.53,4196.04,4195.29,4198.48,4197.58,4195.77,4194.32,4193.85,4193.66,4194.9,4193.8,4194.5,4196.445
2021-07-10,4202.2,4200.5,4198.81,4196.77,4195.3,4197.15,4197.52,4196.6,4195.49,4195.99,4195.28,4198.38,4197.58,4195.73,4194.28,4193.79,4193.81,4194.8,4193.8,4194.5,4196.414
2021-07-11,4202.2,4200.5,4198.8,4196.77,4195.28,4197.16,4197.45,4196.58,4195.54,4195.95,4195.29,4198.4,4197.51,4195.75,4194.32,4193.77,4193.64,4194.8,4193.8,4194.5,4196.4005
2021-07-12,4202.2,4200.5,4198.8,4196.77,4195.28,4197.1,4197.42,4196.53,4195.47,4195.91,4195.26,4198.4,4197.5,4195.65,4194.32,4193.79,4193.61,4194.8,4193.7,4194.5,4196.3755
2021-07-13,4202.2,4200.5,4198.8,4196.78,4195.22,4197.09,4197.48,4196.51,4195.41,4195.97,4195.25,4198.33,4197.42,4195.58,4194.31,4193.79,4193.64,4194.7,4193.7,4194.4,4196.354
2021-07-14,4202.2,4200.4,4198.77,4196.75,4195.21,4197.1,4197.44,4196.48,4195.4,4195.92,4195.31,4198.32,4197.47,4195.67,4194.36,4193.79,4193.6,4194.7,4193.7,4194.4,4196.3495
2021-07-15,4202.2,4200.4,4198.72,4196.7,4195.22,4197.07,4197.41,4196.47,4195.4,4195.85,4195.21,4198.38,4197.44,4195.65,4194.24,4193.76,4193.59,4194.7,4193.7,4194.4,4196.3255
2021-07-16,4202.1,4200.3,4198.74,4196.65,4195.2,4197.02,4197.41,4196.43,4195.33,4195.81,4195.19,4198.36,4197.42,4195.46,4194.26,4193.74,4193.59,4194.7,4193.7,4194.5,4196.2955
2021-07-17,4202.2,4200.3,4198.67,4196.66,4195.15,4197.06,4197.4,4196.46,4195.33,4195.81,4195.17,4198.31,4197.43,4195.51,4194.2,4193.77,4193.59,4194.6,4193.6,4194.4,4196.281
2021-07-18,4202.2,4200.4,4198.63,4196.65,4195.18,4196.98,4197.34,4196.37,4195.34,4195.81,4195.15,4198.29,4197.4,4195.55,4194.18,4193.78,4193.38,4194.6,4193.6,4194.4,4196.2615
2021-07-19,4202.1,4200.3,4198.55,4196.61,4195.21,4196.93,4197.3,4196.36,4195.34,4195.81,4195.15,4198.32,4197.38,4195.55,4194.18,4193.65,4193.41,4194.5,4193.6,4194.4,4196.2325
2021-07-20,4202.1,4200.2,4198.6,4196.6,4195.19,4196.92,4197.34,4196.38,4195.27,4195.77,4195.15,4198.38,4197.38,4195.52,4194.14,4193.6,4193.41,4194.5,4193.6,4194.4,4196.2225
2021-07-21,4202.1,4200.2,4198.6,4196.6,4195.16,4196.92,4197.32,4196.32,4195.26,4195.75,4195.03,4198.31,4197.34,4195.51,4194.14,4193.6,4193.46,4194.6,4193.5,4194.3,4196.201
2021-07-22,4202,4200.3,4198.54,4196.6,4195.19,4196.88,4197.31,4196.32,4195.29,4195.72,4195.08,4198.3,4197.38,4195.52,4194.14,4193.58,4193.4,4194.5,4193.6,4194.3,4196.1975
2021-07-23,4202,4200.3,4198.44,4196.59,4195.1,4196.87,4197.3,4196.29,4195.27,4195.7,4195.04,4198.34,4197.27,4195.51,4194.08,4193.6,4193.45,4194.5,4193.5,4194.3,4196.1725
2021-07-24,4202,4200.2,4198.46,4196.55,4195.09,4196.82,4197.32,4196.24,4195.24,4195.7,4195.04,4198.26,4197.33,4195.48,4194.08,4193.6,4193.43,4194.5,4193.5,4194.3,4196.157
2021-07-25,4202,4200.2,4198.41,4196.55,4195.1,4196.82,4197.26,4196.25,4195.22,4195.62,4195,4198.17,4197.28,4195.45,4194.07,4193.58,4193.39,4194.4,4193.5,4194.2,4196.1235
2021-07-26,4201.9,4200.2,4198.4,4196.54,4195.06,4196.84,4197.23,4196.24,4195.16,4195.62,4195.01,4198.17,4197.28,4195.42,4194.02,4193.53,4193.36,4194.4,4193.5,4194.1,4196.099
2021-07-27,4202,4200.2,4198.44,4196.57,4195.07,4196.76,4197.23,4196.21,4195.07,4195.65,4194.92,4198.21,4197.22,4195.42,4194,4193.58,4193.36,4194.4,4193.4,4194.2,4196.0955
2021-07-28,4201.9,4200.2,4198.43,4196.53,4195,4196.72,4197.19,4196.24,4195.12,4195.62,4194.91,4198.2,4197.15,4195.41,4193.9,4193.52,4193.35,4194.4,4193.4,4194.1,4196.0645
2021-07-29,4201.9,4200.2,4198.39,4196.48,4194.98,4196.7,4197.16,4196.2,4195.12,4195.59,4194.92,4198.2,4197.17,4195.31,4193.97,4193.43,4193.33,4194.4,4193.4,4194.1,4196.0475
2021-07-30,4201.9,4200.2,4198.37,4196.44,4194.99,4196.72,4197.12,4196.19,4195.06,4195.54,4194.92,4198.21,4197.16,4195.32,4193.99,4193.4,4193.32,4194.4,4193.4,4194.1,4196.0375
2021-07-31,4201.9,4200.1,4198.41,4196.36,4194.95,4196.67,4197.12,4196.18,4195.08,4195.48,4194.86,4198.15,4197.14,4195.32,4193.98,4193.4,4193.25,4194.4,4193.4,4193.9,4196.0025
2021-08-01,4201.9,4200.1,4198.38,4196.35,4194.91,4196.6,4197.11,4196.15,4195.04,4195.46,4194.86,4198.2,4197.12,4195.23,4193.99,4193.39,4193.26,4194.3,4193.3,4194,4195.9825
2021-08-02,4201.9,4200,4198.28,4196.34,4194.87,4196.63,4197.09,4196.1,4195.04,4195.43,4194.88,4198.21,4197.12,4195.32,4193.96,4193.34,4193.23,4194.3,4193.2,4194,4195.962
2021-08-03,4201.8,4200,4198.21,4196.36,4194.83,4196.57,4197.03,4196.11,4195.03,4195.41,4194.78,4198.17,4197.12,4195.26,4193.9,4193.28,4193.26,4194.3,4193.3,4193.9,4195.931
2021-08-04,4201.8,4200,4198.06,4196.34,4194.82,4196.59,4197.04,4196.09,4194.99,4195.39,4194.76,4198.12,4197.1,4195.22,4193.92,4193.36,4193.24,4194.2,4193.3,4194,4195.917
2021-08-05,4201.8,4200,4198.05,4196.31,4194.78,4196.58,4197.03,4196.07,4194.98,4195.33,4194.71,4198.16,4197.04,4195.18,4193.92,4193.41,4193.15,4194.2,4193.3,4193.9,4195.895
2021-08-06,4201.8,4200,4198.02,4196.23,4194.76,4196.56,4196.99,4196.08,4194.92,4195.28,4194.72,4198.15,4197.05,4195.2,4193.94,4193.31,4193.1,4194.2,4193.2,4193.9,4195.8705
2021-08-07,4201.8,4200,4198.1,4196.2,4194.83,4196.56,4196.89,4195.97,4194.88,4195.3,4194.61,4198.14,4197.03,4195.15,4193.94,4193.25,4193.04,4194.2,4193.2,4193.9,4195.8495
2021-08-08,4201.7,4200,4198.13,4196.14,4194.81,4196.53,4196.89,4196.05,4194.88,4195.32,4194.66,4198.11,4197,4195.06,4193.94,4193.33,4193.1,4194.2,4193.2,4193.9,4195.8475
2021-08-09,4201.7,4200,4198.09,4196.15,4194.77,4196.51,4196.95,4195.95,4194.84,4195.21,4194.57,4198.12,4196.98,4195.01,4193.9,4193.3,4193.08,4194.2,4193.2,4193.9,4195.8215
2021-08-10,4201.7,4199.9,4198.05,4196.14,4194.77,4196.46,4196.88,4195.86,4194.87,4195.19,4194.6,4198.11,4197.01,4195,4193.89,4193.29,4193.09,4194.1,4193.1,4193.8,4195.7905
2021-08-11,4201.7,4199.9,4198.02,4196.14,4194.75,4196.47,4196.89,4195.92,4194.88,4195.17,4194.51,4198.08,4196.93,4195,4193.88,4193.28,4192.99,4194.1,4193.1,4193.9,4195.7805
2021-08-12,4201.7,4199.9,4198.05,4196.07,4194.72,4196.46,4196.84,4195.85,4194.8,4195.17,4194.61,4198.09,4196.92,4194.95,4193.87,4193.28,4192.99,4194,4193.1,4193.8,4195.7585
2021-08-13,4201.6,4199.9,4198.01,4196.06,4194.69,4196.45,4196.92,4195.86,4194.78,4195.11,4194.56,4198.04,4196.9,4194.97,4193.83,4193.26,4192.96,4194,4193.1,4193.8,4195.74
2021-08-14,4201.6,4199.8,4198,4196.08,4194.7,4196.39,4196.81,4195.84,4194.78,4195.18,4194.62,4197.95,4196.86,4194.96,4193.84,4193.26,4192.93,4194.2,4193.1,4193.8,4195.735
2021-08-15,4201.5,4199.9,4197.99,4196.01,4194.67,4196.34,4196.77,4195.83,4194.79,4195.19,4194.52,4197.97,4196.85,4194.96,4193.83,4193.29,4192.91,4194,4193,4193.8,4195.706
2021-08-16,4201.5,4199.8,4197.97,4195.95,4194.64,4196.29,4196.72,4195.82,4194.65,4195.06,4194.51,4198.06,4196.87,4194.93,4193.81,4193.25,4192.91,4194,4193,4193.8,4195.677
2021-08-17,4201.5,4199.8,4197.96,4196.02,4194.61,4196.28,4196.77,4195.85,4194.64,4195.06,4194.48,4197.96,4196.85,4194.86,4193.81,4193.22,4192.89,4194,4193,4193.7,4195.663
2021-08-18,4201.4,4199.8,4197.94,4196.04,4194.6,4196.32,4196.81,4195.74,4194.61,4195.04,4194.42,4197.96,4196.83,4194.91,4193.8,4193.2,4192.88,4194,4193,4193.7,4195.65
2021-08-19,4201.4,4199.8,4197.93,4195.98,4194.61,4196.28,4196.73,4195.77,4194.63,4195,4194.37,4197.96,4196.84,4194.88,4193.71,4193.15,4192.87,4193.9,4193,4193.7,4195.6255
2021-08-20,4201.5,4199.7,4197.86,4195.94,4194.59,4196.25,4196.71,4195.8,4194.61,4195,4194.4,4197.92,4196.82,4194.87,4193.82,4193.13,4192.88,4193.9,4192.9,4193.7,4195.615
2021-08-21,4201.5,4199.5,4197.91,4195.94,4194.58,4196.24,4196.68,4195.76,4194.61,4195,4194.31,4197.9,4196.78,4194.88,4193.78,4193.12,4192.82,4193.9,4192.9,4193.6,4195.5855
2021-08-22,4201.4,4199.6,4197.88,4195.89,4194.54,4196.22,4196.65,4195.79,4194.63,4194.98,4194.49,4197.86,4196.74,4194.88,4193.85,4193.16,4192.82,4193.9,4192.8,4193.7,4195.589
2021-08-23,4201.4,4199.7,4197.87,4195.93,4194.54,4196.17,4196.63,4195.74,4194.54,4194.93,4194.37,4197.9,4196.72,4194.67,4193.81,4193.1,4192.82,4193.9,4192.8,4193.6,4195.557
2021-08-24,4201.4,4199.7,4197.84,4195.88,4194.5,4196.15,4196.68,4195.7,4194.53,4194.98,4194.34,4197.88,4196.72,4194.77,4193.8,4193.08,4192.82,4193.8,4192.8,4193.6,4195.5485
2021-08-25,4201.4,4199.7,4197.8,4195.87,4194.5,4196.17,4196.65,4195.63,4194.46,4194.95,4194.32,4197.82,4196.71,4194.75,4193.8,4193.04,4192.77,4193.8,4192.8,4193.6,4195.527
2021-08-26,4201.3,4199.6,4197.82,4195.88,4194.4,4196.13,4196.71,4195.61,4194.54,4194.95,4194.3,4197.81,4196.65,4194.73,4193.71,4193.02,4192.73,4193.8,4192.8,4193.6,4195.5045
2021-08-27,4201.3,4199.6,4197.82,4195.93,4194.48,4196.1,4196.6,4195.57,4194.44,4194.93,4194.26,4197.84,4196.65,4194.73,4193.73,4193.04,4192.7,4193.8,4192.9,4193.5,4195.496
2021-08-28,4201.3,4199.6,4197.76,4195.86,4194.42,4196.1,4196.6,4195.6,4194.46,4194.92,4194.08,4197.77,4196.68,4194.75,4193.71,4193.01,4192.7,4193.8,4192.8,4193.5,4195.471
2021-08-29,4201.3,4199.6,4197.73,4195.93,4194.41,4196.07,4196.57,4195.6,4194.41,4194.93,4194.35,4197.78,4196.62,4194.74,4193.71,4192.98,4192.7,4193.8,4192.7,4193.5,4195.4715
2021-08-30,4201.3,4199.6,4197.71,4195.81,4194.4,4196.12,4196.54,4195.6,4194.38,4194.93,4194.29,4197.76,4196.64,4194.73,4193.68,4193,4192.69,4193.8,4192.7,4193.5,4195.459
2021-08-31,4201.4,4199.6,4197.7,4195.78,4194.4,4196.03,4196.66,4195.58,4194.29,4194.92,4194.2,4197.67,4196.56,4194.72,4193.76,4193.03,4192.67,4193.8,4192.8,4193.5,4195.4535
2021-09-01,4201.4,4199.5,4197.7,4195.75,4194.38,4196.01,4196.52,4195.56,4194.47,4194.88,4194.19,4197.78,4196.61,4194.71,4193.67,4192.95,4192.59,4193.7,4192.7,4193.5,4195.4285
2021-09-02,4201.3,4199.5,4197.7,4195.75,4194.47,4195.99,4196.49,4195.48,4194.38,4194.89,4194.24,4197.75,4196.65,4194.72,4193.65,4192.83,4192.58,4193.7,4192.7,4193.4,4195.4085
