datetime,day,month,prcp-2000,prcp-2001,prcp-2002,prcp-2003,prcp-2004,prcp-2005,prcp-2006,prcp-2007,prcp-2008,prcp-2009,prcp-2010,prcp-2011,prcp-2012,prcp-2013,prcp-2014,prcp-2015,prcp-2016,prcp-2017,prcp-2018,prcp-2019,prcp-average,snow-2000,snow-2001,snow-2002,snow-2003,snow-2004,snow-2005,snow-2006,snow-2007,snow-2008,snow-2009,snow-2010,snow-2011,snow-2012,snow-2013,snow-2014,snow-2015,snow-2016,snow-2017,snow-2018,snow-2019,snow-average
8/30/2021,30,8,1.31,0,0,0,0,0,0,0.01,0,0,0.31,0,0,0,0,0,0,0,0,0,0.0815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2021,31,8,0.18,0,0,0,0,0,0,0,0.78,0,0,0,0.28,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2021,1,9,0.04,0,0,0,0,0,0,0,0.14,0,0,0,0.41,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2021,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/2021,3,9,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2021,4,9,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2021,5,9,0,0.01,0.01,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2021,6,9,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9/7/2021,7,9,0,0,0.21,0.19,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2021,8,9,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0.27,0.02,0,0,0,0,0.17,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2021,9,9,0,0,0,0.28,0,0.16,0,0,0.01,0,0.07,0,0,0,0.18,0,0,0.01,0,0,0.0355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2021,10,9,0,0,0,0.89,0,0,0,0,0.05,0,0,0.01,0.01,0,0,0,0,0,0,0.02,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/2021,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.81,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/12/2021,12,9,0,0.01,0,0,0.06,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/2021,13,9,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0.16,0,0,0.17,0.02,0,0,0.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2021,14,9,0,0,0,0,0,0,0.4,0,0,0.3,0,0,0,0.14,0,0.18,0.09,0.04,0,0,0.0575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2021,15,9,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0.63,0,0.43,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/2021,16,9,0,0.02,0.22,0,0,0,0.16,0,0,0,0,0.09,0,0,0,0.93,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/17/2021,17,9,0,0,0.05,0.23,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/2021,18,9,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/2021,19,9,0,0,0,0,0.06,0,0,0,0,0.02,0,0,0,0,0.19,0,0,0.13,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/20/2021,20,9,0,0,0,0,0.09,0,0.25,0,0.04,0,0,0,0,0,0,0,0,0,0,0.24,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2021,21,9,0.26,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.39,0,0.02,0.51,0,0,0.0665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2021,22,9,1,0,0,0,0,0,0.28,0.25,0.07,0,0.02,0,0,0,0,0,0.89,0.01,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2021,23,9,0.56,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0.48,0.4,0,0,0.1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/2021,24,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.22,0.49,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9/25/2021,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.11,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9/26/2021,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9/27/2021,27,9,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.03,1.25,0,0,0,0,0.01,0.067,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9/28/2021,28,9,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.01,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/29/2021,29,9,0,0,0,0,0.08,0,0,0.51,0,0,0,0,0,0,0.12,0,0,0,0,0.13,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2021,30,9,0,0,0.05,0,0,0,0,0,0,0.84,0,0,0,0,0.11,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2021,1,10,0,0,0.45,0,0,0,0,0.03,0,0.01,0,0,0,0,0.01,0,0,0.06,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/2021,2,10,0,0,0.02,0,0,0,0.08,0,0,0,0,0,0,0,0,0.09,0.01,0.04,0.55,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2021,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.17,0,0,0.04,0,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/2021,4,10,0,0,0,0,0,0.3,0,0,0.69,0.38,0.02,0.15,0,0.01,0,0,0,0,0.35,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2021,5,10,0,0,0,0,0,0,0.01,0.2,0.43,0,0,0.68,0,0,0,0,0.1,0,0.28,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/6/2021,6,10,0,0,0,0,0,0,0.38,0.33,0,0,0.07,0.56,0,0,0,0.01,0.01,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2021,7,10,0,0,0,0,0,0,0.1,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/8/2021,8,10,0,0.02,0,0,0,0.19,0,0,0,0,0.02,0.06,0,0,0,0,0,0.01,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/2021,9,10,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.71,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2021,10,10,0.27,0,0,0,0,0,0,0,0,0,0,0.02,0,0.35,0,0,0,0,0.53,0,0.0585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2021,11,10,0.38,0.16,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.0325,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.005
10/12/2021,12,10,0.11,0,0,0,0,0,0,0,0.06,0,0,0,0.5,0,0,0,0,0,0,0,0.0335,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.02
10/13/2021,13,10,0.15,0,0,0,0,0,0,0.01,0,0.05,0,0,0,0.06,0,0,0,0,0,0,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/2021,14,10,0.02,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0,0,0,0.05,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2021,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/2021,16,10,0,0,0,0,0,0,0.29,0.28,0,0,0,0.09,0.06,0,0,0,0.01,0,0,0,0.0365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/2021,17,10,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0.13,0.35,0,0,0.18,0.0605,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.005
10/18/2021,18,10,0,0,0,0,0.1,0,0,0.14,0,0,0,0,0,0,0,0.09,0,0,0,0,0.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/19/2021,19,10,0,0,0,0,0.03,0,0.01,0,0,0.31,0,0,0,0,0,0,0.01,0,0,0.28,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/2021,20,10,0,0,0,0,1.14,0,0,0.33,0,0.11,0,0,0,0,0,0,0,0.02,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2021,21,10,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2021,22,10,0,0,0.14,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.03,0,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2021,23,10,0,0.06,0.09,0,0.42,0,0,0,0,0.02,0.26,0,0.4,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2021,24,10,0,0,0,0,0.23,0,0,0,0,0.04,0.18,0,0.05,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/25/2021,25,10,0,0,0,0,0.34,0,0.15,0,0,0,0.84,0,0.22,0,0,0,0,0,0.01,0,0.078,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,0,0,0,0,0,0,0,0.035
10/26/2021,26,10,0,0,0,0,0.02,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0.07
10/27/2021,27,10,0.61,0,0,0,0.11,0.12,0,0,0,0.23,0.03,0,0,0,0,0,0,0,0,0.03,0.0565,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.025
10/28/2021,28,10,0.11,0,0,0,0.28,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.0345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2021,29,10,0,0,0,0,0.11,0.1,0,0,0,0,0,0,0,0.02,0,0.12,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/2021,30,10,0.18,0.18,0.01,0.12,0.17,0,0,0.01,0,0,0.29,0,0,0.11,0,0,0.06,0,0,0,0.0565,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
10/31/2021,31,10,0.03,0.33,0,0.04,0.39,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.052,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
11/1/2021,1,11,0.01,0,0,0.09,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.02,0,0.0215,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035
11/2/2021,2,11,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0.03,0,0,0,0.01,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/3/2021,3,11,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0.13,0,0.02,0,0.01,0,0,0.029,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.075
11/4/2021,4,11,0,0,0,0.2,0,0.21,0.06,0,0.45,0,0,0.27,0,0.01,0,0.04,0,0.01,0,0,0.0625,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
11/5/2021,5,11,0.03,0,0,0.03,0,0.01,0,0,0.34,0,0,0.24,0,0.15,0,0,0,0.02,0,0,0.041,0.2,0,0,0.5,0,0,0,0,3,0,0,3.2,0,3.1,0,0,0,0,0,0,0.5
11/6/2021,6,11,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0.003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
11/7/2021,7,11,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/8/2021,8,11,0.16,0,0.19,0,0.01,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0.062,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
11/9/2021,9,11,0.49,0,0.03,0.03,0.22,0,0.27,0,0.04,0,0.06,0,1.07,0,0,0.08,0,0,0,0,0.1145,6.1,0,0,0,0,0,0,0,0,0,0.6,0,5,0,0,0,0,0,0,0,0.585
11/10/2021,10,11,0.07,0,0.14,0.12,0.01,0,0,0,0.33,0,0,0,0.37,0,0,0.18,0,0,0,0,0.061,1.2,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0.485
11/11/2021,11,11,0.01,0,0.06,0,0.19,0.01,0.07,0.26,0,0,0,0,0.09,0,0,0,0,0,0,0,0.0345,0.6,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0.115
11/12/2021,12,11,0.12,0,0,0,0.06,0.03,0,0,0.03,0.01,0,0.18,0,0,0,0,0,0,0,0,0.0215,3,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.18
11/13/2021,13,11,0,0.08,0.04,0.25,0,0.02,0.05,0.01,0,0,0,0.11,0,0,0.02,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.01
11/14/2021,14,11,0.02,0,0,0.03,0,0.12,0.34,0,0,0.03,0.14,0,0,0,0.01,0,0,0,0,0,0.0345,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.05
11/15/2021,15,11,0.34,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.08,0,0,0,0,0,0.022,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.19
11/16/2021,16,11,0.01,0,0,0.11,0,0,0,0,0,0,0.01,0,0,0.14,0,0.01,0.06,0,0,0,0.017,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005
11/17/2021,17,11,0.01,0,0,0.14,0,0,0,0,0,0,0,0,0.03,0,0,0,0.05,0.92,0.01,0,0.058,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.02
11/18/2021,18,11,0,0.15,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.055
11/19/2021,19,11,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.01,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.03
11/20/2021,20,11,0,0,0,0,0.01,0,0,0,0,0,0.5,0,0,0.08,0,0,0.01,0,0,0.12,0.036,0,0,0,0,0.2,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0.08
11/21/2021,21,11,0,0,0,0.08,0,0,0,0,0,0,0.27,0.13,0,0.09,0,0,0.92,0,0,0,0.0745,0,0,0,1,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0.29
11/22/2021,22,11,0,1.27,0,0.02,0,0,0,0,0,0.16,0,0,0,0,0.41,0,0,0,0.1,0,0.098,0,0,0,0.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.13
11/23/2021,23,11,0,0.61,0.01,0,0,0,0,0,0,0,0.16,0,0,0,0.05,0,0.33,0,0.19,0,0.0675,0,2.9,0,0,0,0,0,0,0,0,3.7,0,0,0,0.5,0,1.1,0,0,0,0.41
11/24/2021,24,11,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.03,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.095
11/25/2021,25,11,0,0.9,0,0,0.35,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.069,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.55
11/26/2021,26,11,0,0.04,0,0.42,0.08,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,1.5,0,4.8,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335
11/27/2021,27,11,0,0,0,0,0.29,0.02,0.05,0.19,0.03,0,0,0,0,0,0,0,0.02,0.19,0,0.11,0.045,0,0,0,0,2.8,0.4,0,0.8,0,0,0,0,0,0,0,0,0,0,0,1.6,0.28
11/28/2021,28,11,0,0,0,0,0.02,0,0.11,0,0.04,0,0.57,0,0,0,0,0.04,0.37,0,0.06,0.44,0.0825,0,0,0,0,0.3,0,1.3,0,0,0,8.6,0,0,0,0,0.9,4.3,0,0,4.5,0.995
11/29/2021,29,11,0.02,0.05,0,0,0,0.16,0.18,0,0,0,0.04,0,0,0,0,0.01,0,0,0.06,0.38,0.045,0,1.5,0,0,0,0.2,6.8,0,0,0,1.8,0,0,0,0,0.4,0,0,0,3.5,0.71
11/30/2021,30,11,0,0.1,0,0,0,0.01,0,0.03,0,0,0,0.02,0.1,0,0,0.01,0,0,0.18,0,0.0225,0,2.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,,0.142105263
12/1/2021,1,12,0,0,0,0,0,0,0,0.53,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0.028,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.2,0,0,0,0.31
12/2/2021,2,12,0,0,0,0,0,0.24,0,0,0.01,0,0,0,0.16,0,0,0,0,0,0.38,0,0.0395,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0.305
12/3/2021,3,12,0,0.24,0,0,0,0.04,0,0,0,0,0,0,0,0.4,0.05,0,0,0.01,0,0,0.037,0,1.7,0,0,0,0.2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.395
12/4/2021,4,12,0,0.12,0,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0.09,0,0.11,0.018,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.155
12/5/2021,5,12,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0.09,0,0,0,0.02,0,0.01,0.15,0.016,0,0.4,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.2,0,0.1,0,0.065
12/6/2021,6,12,0,0.16,0,0,0,0.1,0,0.06,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,2.6,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.165
12/7/2021,7,12,0,0,0,0.31,0.01,0,0,1.1,0,0.03,0,0,0,0.06,0,0.07,0,0,0,0,0.079,0,0,0,0,0,0,0,3.8,0,0.4,0,0,0,1.3,0,0,0,0,0,0,0.275
12/8/2021,8,12,0,0,0,0.17,0.05,0,0,0.47,0.18,0.12,0,0,0.22,0.12,0,0,0,0,0,0.25,0.079,0,0,0,2,0,0,0,4.6,1.5,3.2,0,0,3.4,2.8,0,0,0,0,0,0.1,0.88
12/9/2021,9,12,0,0,0,0,0.14,0,0,0.01,0,0,0.02,0,0,0.01,0,0,0.01,0,0,0,0.0095,0,0,0,0,0,0,0,0.2,0,0.3,0,0,0.1,0.2,0,0,0,0,0,0,0.04
12/10/2021,10,12,0.32,0,0,0,0,0,0.26,0.02,0,0,0.2,0,0.02,0,0,0.35,0.65,0,0,0,0.091,3,0,0,0,0,0,1.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.22
12/11/2021,11,12,0,0.04,0,0,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.05,0.03,0,0,0.0095,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.06
12/12/2021,12,12,0.11,0.03,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.1,0.16,0.025,1,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,1,0,0.225
12/13/2021,13,12,0.15,0,0,0,0,0,0.07,0.01,0.24,0.55,0,0.02,0,0,0.08,0.06,0,0,0,0.14,0.066,2.8,0,0,0,0,0,0,0.3,2.4,1.3,0,0,0,0,0,0.3,0,0.1,0,0,0.36
12/14/2021,14,12,0.01,0.15,0,0.23,0,0,0.02,0,0.08,0,0.04,0,0.12,0,0.03,0.77,0.05,0,0,0.33,0.0915,0,2.5,0,2,0,0,0,0,2.3,0,0.1,0,0,0,0.2,8.2,0.3,0,0,0.8,0.82
12/15/2021,15,12,0.26,0.23,0,0.03,0,0,0.1,0,0,0,0.22,0,0.13,0,0,0.01,0.01,0,0,0,0.0495,1.3,5.2,0,1,0,0,2.2,0,0,0,2.8,0,1.1,0,0,1,0,0,0,0,0.73
12/16/2021,16,12,0,0,0.1,0,0,0,0.07,0,0.05,0,0,0,0,0,0,0.04,0.3,0.08,0,0.03,0.0335,0,0,0,0,0,0,1.3,0,1.1,0,0,0,0.2,0,0,0.9,0,0.8,0,0.4,0.235
12/17/2021,17,12,0,0.12,0.12,0,0,0,0.16,0,0,0,0,0,0.05,0,0,0,0.01,0,0,0,0.023,0,1.6,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.265
12/18/2021,18,12,0,0,0.03,0,0,0.17,0,0,0,0,0.04,0,0.03,0.01,0,0,0,0,0,0,0.014,0,0,0.6,0,0.1,3,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.225
12/19/2021,19,12,0,0,0,0,0.01,0.13,0,0.1,0.2,0,0.59,0,0,0.9,0,0,0,0,0,0,0.0965,0,0,0,0,0.4,0.9,0,0,4,0,0,0,0,6.9,0,0,0,0,0,0,0.61
12/20/2021,20,12,0,0,0,0,0.02,0,0,0.35,0,0,0.36,0,0,0,0.04,0.11,0,0.04,0,0,0.046,0,0,0.1,0,0.7,0,0,4.5,0,0,0.2,0,0,0,0,0,0,1,0,0,0.325
12/21/2021,21,12,0,0.01,0,0.74,0.02,0,0,0.31,0,0,0.32,0.01,0,0.08,0.53,0,0.03,0,0.1,0,0.1075,0,0.2,0,4.3,0.5,0,0,3.5,0,0,2.3,0.1,0,1.4,0,0,0.8,0,0,0,0.655
12/22/2021,22,12,0,0.02,0,0,0.04,0.08,0.07,0,0.05,0.13,0.63,0,0,0.06,0.25,0.58,0,0,0,0,0.0955,0,0.3,0.1,0,1.8,0,1.5,0,0,2,0,0,0,0.6,0,1.7,0,0,0,0,0.4
12/23/2021,23,12,0,0,0,0,0,0.11,0,0,0.03,0.01,0.06,0,0,0,0,0.05,0.03,0.1,0,0,0.0195,0,0,0,0,0,0,0,0,0.4,0.3,0,0,0,0,0,0.8,0.3,0,0,0,0.09
12/24/2021,24,12,0.38,0,0,0,0,0,0.01,0.28,0,0,0,0,0.23,0.01,0,0,0.31,0.22,0.02,0.17,0.0815,4.2,0,0,0,0,0,0.3,4,0,0,0,0,1.8,0,0,0,0.5,2,0,0,0.64
12/25/2021,25,12,0,0,0.06,1.14,0,0,0,0.01,0.33,0,0,0,0,0,0.29,0.12,0.49,0.16,0.29,0.24,0.1565,0,0,1.8,4.2,0,0,0,0.1,7.2,0,0,0,0,0,2.7,1.3,8.6,2,2.1,0.2,1.51
12/26/2021,26,12,0,0,0,0.95,0,0.12,0,0.06,0.09,0,0.07,0,0.13,0,0,0,0,0,0.26,0.02,0.085,0,0,0,10.6,0,0,0,1,1.6,0,1,0,2.5,0,0,0,0,0,2.4,0.2,0.965
12/27/2021,27,12,0,0.01,0,0.18,0,0,0.08,0,0.01,0,0,0,0.14,0,0,0,0,0,0.1,0,0.026,0,0.2,0,3.6,0,0,0,0,0.3,0,0,0,2.8,0,0,0,0,0,1.2,0,0.405
12/28/2021,28,12,0,0,0,0.04,0,0.02,0.01,0,0,0,0,0,0.04,0,0.03,0.01,0,0,0,0,0.0075,0,0,0,1,0,0,0,0,0,0,0,0,0.9,0,0.6,0.1,0,0,0,0,0.13
12/29/2021,29,12,0,0.08,0,0.18,0.18,0,0,0.01,0,0.11,0.26,0,0,0,0.1,0.03,0,0,0,0,0.0475,0,1.1,0,2.5,0,0,0,0.8,0,1.7,2.4,0,0,0,2.2,0.9,0,0,0,0,0.58
